| Title                                                               | English Title                                                                    | Year    | Status             | Personal Rating | Online Rating | Sub Type   | Type   | Aired From | Aired To   | Airing | Alternate Titles                                                                                                                                                                                                                                                                                                                                                        | Current Episode | Data Source | Date Completed | Date Started | Duration           | Episodes | Favorite | Franchise                             | Genres                                              | Id     | Image                                                                                    | Last Watched | Plot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | Prequel | Released | Rewatch Count | Sequel | Streaming Services                                                                                                                                                         | Studio                       | Tags                                                                              | Url                                                                                                     | Watched | Writer | Body Text                                                                                                                                                                                                                                                                                                                                                      |
| Bleach: Sennen Kessen-hen                                           | Bleach: Thousand-Year Blood War                                                  |   2022  |     Completed      |     ★ 10/10     |     ★ 8.98    |     tv     | series | 10/11/2022 | 12/27/2022 | false  | Bleach: Thousand-Year Blood War, Bleach: Thousand-Year Blood War Arc, Bleach: Sennen Kessen-hen, BLEACH 千年血戦篇                                                                                                                                                                                                                                                           |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    13    |  false   | [[Bleach Franchise]]                  | Action, Adventure, Supernatural                     | 41467  | https://cdn.myanimelist.net/images/anime/1908/135431.jpg                                 |      -       | Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival. Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good. Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | -       |   true   |       0       | -      | Disney+, Bahamut Anime Crazy, Bilibili Global, Hulu, Shahid                                                                                                                | Studio Pierrot               | genre/Action, genre/Adventure, genre/Supernatural                                 | https://myanimelist.net/anime/41467/Bleach_-_Sennen_Kessen-hen                                          |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Bleach: Sennen Kessen-hen - Kashin-tan                              | Bleach: Thousand-Year Blood War - The Calamity                                   |   2026  |   Plan to Watch    |        -        |       -       |     tv     | series |  7/1/2026  |     -      | false  | Bleach: Sennen Kessen-hen - Kashin-tan, Bleach: Thousand-Year Blood War - The Calamity, BLEACH 千年血戦篇-禍進譚-                                                                                                                                                                                                                                                               |        0        | MALAPI      |       -        |      -       |      Unknown       |    0     |  false   | [[Bleach Franchise]]                  | Action, Adventure, Supernatural                     | 60636  | https://cdn.myanimelist.net/images/anime/1653/154517.jpg                                 |      -       | Final part of Bleach: Sennen Kessen-hen.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | -       |   true   |       0       | -      | -                                                                                                                                                                          | Pierrot Films                | genre/Action, genre/Adventure, genre/Supernatural                                 | https://myanimelist.net/anime/60636/Bleach_-_Sennen_Kessen-hen_-_Kashin-tan                             |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Bleach: Sennen Kessen-hen - Soukoku-tan                             | Bleach: Thousand-Year Blood War - The Conflict                                   |   2024  |     Completed      |        -        |     ★ 8.67    |     tv     | series | 10/5/2024  | 12/28/2024 | false  | Bleach: Thousand-Year Blood War Arc Part 3, Bleach: Sennen Kessen-hen - Soukoku-tan, Bleach: Thousand-Year Blood War - The Conflict, BLEACH 千年血戦篇-相剋譚-                                                                                                                                                                                                                  |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    14    |  false   | [[Bleach Franchise]]                  | Action, Adventure, Supernatural                     | 56784  | https://cdn.myanimelist.net/images/anime/1595/144074.jpg                                 |      -       | After an awe-inspiring battle with Ichibei Hyousube—leader of the Soul Society's Royal Guard—the powerful Yhwach moves into the final stage of his master plan. He aims to slay the Soul King, the being whose very existence maintains the status quo of three worlds: Hueco Mundo, the Soul Society, and the realm of humans that Ichigo Kurosaki and his closest friends hail from. Conquering his own bout with the remainder of the Royal Guard, Uryuu Ishida joins Yhwach in his efforts to create a new world in his image. With a flood of resolution and newfound power, Ichigo rushes to stop Yhwach from accomplishing his ultimate goal and save the countless lives within the three existing realms. But Ichigo has a complicated lineage, one that leaves him susceptible to Yhwach's sinister influence. Meanwhile, in a final desperate gambit, Jirou Sakuranosuke Shunsui Kyouraku, the newly promoted head captain of the Soul Society's combat corps, enlists the help of an old enemy whose immense power may turn the tide of battle. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | -       |   true   |       0       | -      | Disney+, Ani-One Asia, Bahamut Anime Crazy, Hulu                                                                                                                           | Pierrot Films                | genre/Action, genre/Adventure, genre/Supernatural                                 | https://myanimelist.net/anime/56784/Bleach_-_Sennen_Kessen-hen_-_Soukoku-tan                            |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Bleach: Sennen Kessen-hen - Ketsubetsu-tan                          | Bleach: Thousand-Year Blood War - The Separation                                 |   2023  |     Completed      |        -        |     ★ 8.7     |     tv     | series |  7/8/2023  | 9/30/2023  | false  | Bleach: Thousand-Year Blood War - The Separation, Bleach: Thousand-Year Blood War Arc Part 2, Bleach: Sennen Kessen-hen - Ketsubetsu-tan, BLEACH 千年血戦篇-訣別譚-                                                                                                                                                                                                             |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    13    |  false   | [[Bleach Franchise]]                  | Action, Adventure, Supernatural                     | 53998  | https://cdn.myanimelist.net/images/anime/1164/138058.jpg                                 |      -       | After a brutal surprise attack by the forces of Quincy King Yhwach, the resident Reapers of the Soul Society lick their wounds and mourn their losses. Many of the surviving Soul Reaper captains train to battle without their Bankai, the ultimate technique wielded by the fiercest warriors. In the previous assault, Ichigo Kurosaki narrowly managed to help fend off Yhwach's fearsome wrath. However, to ultimately defeat his godly adversary and save his allies, Ichigo must now undergo severe training that will push him beyond his physical, emotional, and mental limits. Though Yhwach already holds the upper hand in this ongoing blood feud, he also successfully recruits Uryuu Ishida, Ichigo's close friend and rival, to be his successor. Yhwach strikes out once again at the weakened Soul Society, intent on finally obliterating his long-standing enemies. As Ichigo struggles to attain new power, the Soul Reaper captains fight for survival and borrowed time. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | -       |   true   |       0       | -      | Disney+, Ani-One Asia, Bahamut Anime Crazy, Bilibili Global, CatchPlay, Hulu                                                                                               | Studio Pierrot               | genre/Action, genre/Adventure, genre/Supernatural                                 | https://myanimelist.net/anime/53998/Bleach_-_Sennen_Kessen-hen_-_Ketsubetsu-tan                         |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Blue Lock                                                           | Blue Lock                                                                        |   2022  |      Dropped       |        -        |     ★ 8.11    |     tv     | series | 10/9/2022  | 3/26/2023  | false  | Blue Lock, ブルーロック                                                                                                                                                                                                                                                                                                                                                       |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    24    |  false   | -                                     | Sports                                              | 49596  | https://cdn.myanimelist.net/images/anime/1258/126929.jpg                                 |      -       | Yoichi Isagi was mere moments away from scoring a goal that would have sent his high school soccer team to the nationals, but a split-second decision to pass the ball to his teammate cost him that reality. Bitter, confused, and disappointed, Isagi wonders if the outcome would have been different had he not made the pass. When the young striker returns home, an invitation from the Japan Football Union awaits him. Through an arbitrary and biased decision-making process, Isagi is one of three hundred U-18 strikers selected for a controversial project named Blue Lock. The project's ultimate goal is to turn one of the selected players into the star striker for the Japanese national team. To find the best participant, each diamond in the rough must compete against others through a series of solo and team competitions to rise to the top. Putting aside his ethical objections to the project, Isagi feels compelled to fight his way to the top, even if it means ruthlessly crushing the dreams of 299 aspiring young strikers. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | -       |   true   |       0       | -      | Crunchyroll, Netflix, Animax Asia, Aniplus TV, Bilibili, Bilibili Global, Laftel                                                                                           | 8bit                         | genre/Sports                                                                      | https://myanimelist.net/anime/49596/Blue_Lock                                                           |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Blue Period                                                         | Blue Period                                                                      |   2021  |     Completed      |      ★ 4/10     |     ★ 7.8     |     tv     | series | 10/2/2021  | 12/18/2021 | false  | ブルーピリオド, Blue Period                                                                                                                                                                                                                                                                                                                                                    |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | -                                     | Drama                                               | 46352  | https://cdn.myanimelist.net/images/anime/1757/116931.jpg                                 |      -       | Second-year high school student Yatora Yaguchi is a delinquent with excellent grades, but is unmotivated to find his true calling in life. Yatora spends his days working hard to maintain his academic standing while hanging out with his equally unambitious friends. However, beneath his carefree demeanor, Yatora does not enjoy either activity and wishes he could find something more fulfilling. While mulling over his predicament, Yatora finds himself staring at a vibrant landscape of Shibuya. Unable to express how he feels about the unusually breathtaking sight, he picks up a paintbrush, hoping his thoughts will be conveyed on canvas. After receiving praise for his work, the joy he feels sends him on a journey to enter the extremely competitive Tokyo University of the Arts—a school that only accepts one in every two hundred applicants. Facing talented peers, a lack of understanding of the fine arts, and struggles to obtain his parents’ approval, Yatora is confronted by much adversity. In the hopes of securing one of the five prestigious spots in his program of choice, Yatora must show that his inexperience does not define him. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | -       |   true   |       0       | -      | Netflix                                                                                                                                                                    | Seven Arcs                   | genre/Drama                                                                       | https://myanimelist.net/anime/46352/Blue_Period                                                         |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Bocchi the Rock!                                                    | Bocchi the Rock!                                                                 |   2022  |     Completed      |      ★ 8/10     |     ★ 8.73    |     tv     | series | 10/9/2022  | 12/25/2022 | false  | Bocchi the Rock!, ぼっち・ざ・ろっく！                                                                                                                                                                                                                                                                                                                                            |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | -                                     | Comedy                                              | 47917  | https://cdn.myanimelist.net/images/anime/1448/127956.jpg                                 |      -       | Yearning to make friends and perform live with a band, lonely and socially anxious Hitori "Bocchi" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate—the cool bassist Ryou Yamada. Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | -       |   true   |       0       | -      | Crunchyroll, Aniplus Asia, Bahamut Anime Crazy, Bilibili Global                                                                                                            | CloverWorks                  | genre/Comedy                                                                      | https://myanimelist.net/anime/47917/Bocchi_the_Rock!                                                    |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Bocchi the Rock! 2nd Season                                         | Bocchi the Rock! Season 2                                                        | unknown |   Plan to Watch    |        -        |       -       |     tv     | series |     -      |     -      | false  | Bocchi the Rock! Season 2, ぼっち・ざ・ろっく！ 2期, Bocchi the Rock! 2nd Season                                                                                                                                                                                                                                                                                                   |        0        | MALAPI      |       -        |      -       |      Unknown       |    0     |  false   | -                                     | Comedy                                              | 61006  | https://cdn.myanimelist.net/images/anime/1142/148003.jpg                                 |      -       | Second season of Bocchi the Rock!.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | -       |   true   |       0       | -      | -                                                                                                                                                                          | CloverWorks                  | genre/Comedy                                                                      | https://myanimelist.net/anime/61006/Bocchi_the_Rock!_2nd_Season                                         |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Boruto: Naruto Next Generations                                     | Boruto: Naruto Next Generations                                                  |   2017  |      Dropped       |      ★ 5/10     |     ★ 5.98    |     tv     | series |  4/5/2017  | 3/26/2023  | false  | Boruto: Naruto Next Generations, BORUTO -NARUTO NEXT GENERATIONS-                                                                                                                                                                                                                                                                                                       |        0        | MALAPI      |       -        |      -       |   23 min per ep    |   293    |  false   | [[Naruto Franchise]]                  | Action, Adventure, Fantasy                          | 34566  | https://cdn.myanimelist.net/images/anime/1091/99847.jpg                                  |      -       | Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja. Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life. New friends and familiar faces join Boruto as a new story begins. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | Studio Pierrot               | genre/Action, genre/Adventure, genre/Fantasy                                      | https://myanimelist.net/anime/34566/Boruto_-_Naruto_Next_Generations                                    |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi             | Boruto: Naruto the Movie - The Day Naruto Became Hokage                          |   2016  |     Completed      |      ★ 7/10     |     ★ 7.32    |  special   | series |  7/6/2016  |     -      | false  | The Day Naruto Became Hokage, Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi, Boruto: Naruto the Movie - The Day Naruto Became Hokage, BORUTO -NARUTO THE MOVIE- ナルトが火影になった日                                                                                                                                                                                   |        0        | MALAPI      |       -        |      -       |       10 min       |    1     |  false   | [[Naruto Franchise]]                  | Action, Adventure, Fantasy                          | 32365  | https://cdn.myanimelist.net/images/anime/6/77678.jpg                                     |      -       | Bundled with the limited edition of Blu-ray/DVD of Boruto: Naruto the Movie.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | -       |   true   |       0       | -      | -                                                                                                                                                                          | Studio Pierrot               | genre/Action, genre/Adventure, genre/Fantasy                                      | https://myanimelist.net/anime/32365/Boruto_-_Naruto_the_Movie_-_Naruto_ga_Hokage_ni_Natta_Hi            |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Yofukashi no Uta                                                    | Call of the Night                                                                |   2022  |      Dropped       |        -        |     ★ 7.95    |     tv     | series |  7/8/2022  | 9/30/2022  | false  | Yofukashi no Uta, よふかしのうた, Call of the Night                                                                                                                                                                                                                                                                                                                            |        0        | MALAPI      |       -        |      -       |   22 min per ep    |    13    |  false   | -                                     | Romance, Supernatural                               | 50346  | https://cdn.myanimelist.net/images/anime/1045/123711.jpg                                 |      -       | Kou Yamori is an average middle school student who struggles with grasping the complex concept of love. Because he sees little sense in surrendering to the norm, he soon stops going to school. Plagued with insomnia due to his idleness, Kou begins roaming the lonesome streets at night. One night, Kou encounters a bizarre girl named Nazuna Nanakusa who believes that people stay awake during the night because they are dissatisfied with how they spent their day and cannot rest until they release their inhibitions. Nazuna offers to help Kou with his sleep issues and invites him over to her place, where she convinces him to share a futon with her. Feeling uncomfortable, Kou only pretends to doze off—which is when Nazuna suddenly bites his neck, revealing herself to be a vampire! While Kou thinks the bite will turn him into a vampire, the specifics of transforming are not that simple. In order to change, he must be bitten by someone he truly loves. Ready to let go of his dreary mortal life, Kou decides on a new goal: he will fall in love with Nazuna and become a vampire himself. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | -       |   true   |       0       | -      | HIDIVE, Anime Digital Network                                                                                                                                              | LIDENFILMS                   | genre/Romance, genre/Supernatural                                                 | https://myanimelist.net/anime/50346/Yofukashi_no_Uta                                                    |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Hataraku Saibou                                                     | Cells at Work!                                                                   |   2018  |      Dropped       |        -        |     ★ 7.55    |     tv     | series |  7/8/2018  | 9/30/2018  | false  | はたらく細胞, Hataraku Saibou, Cells at Work!                                                                                                                                                                                                                                                                                                                                 |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    13    |  false   | -                                     | Comedy                                              | 37141  | https://cdn.myanimelist.net/images/anime/1141/117446.jpg                                 |      -       | Inside the human body, roughly 37.2 trillion cells work energetically 24 hours a day and 365 days a year. Fresh out of training, the cheerful and somewhat airheaded Sekkekkyuu AE3803 is ready to take on the ever-so-important task of transporting oxygen. As usual, Hakkekkyuu U-1146 is hard at work patrolling and eliminating foreign bacteria seeking to make the body their new lair. Elsewhere, little platelets are lining up for a new construction project. Dealing with wounds and allergies, getting lost on the way to the lungs, and bickering with similar cell types, the daily lives of cells are always hectic as they work together to keep the body healthy! [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | David Production             | genre/Comedy                                                                      | https://myanimelist.net/anime/37141/Hataraku_Saibou                                                     |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Mato Seihei no Slave                                                | Chained Soldier                                                                  |   2024  |   Plan to Watch    |        -        |     ★ 6.89    |     tv     | series |  1/4/2024  | 3/21/2024  | false  | Mato Seihei no Slave, 魔都精兵のスレイブ, Mabotai, Slave of the Magic Capital's Elite Troops, Chained Soldier                                                                                                                                                                                                                                                                    |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | -                                     | Action, Fantasy, Ecchi                              | 50392  | https://cdn.myanimelist.net/images/anime/1114/140805.jpg                                 |      -       | As his school days draw to an end, Yuuki Wakura worries about his future. While lamenting the prospect of living an ordinary life, he is suddenly drawn into the world of Mato: an alternate dimension filled with dangerous monsters called Shuuki. Over the years since the existence of Mato was first confirmed, incidents of people accidentally wandering into the other world have become commonplace. To combat the threat of the Shuuki and rescue victims like Yuuki, the all-female Demon Defense Force was established. Its members have been blessed with the power of "Peaches"—Mato fruits that grant supernatural abilities only to women. Though Yuuki's situation is dire, he is saved in the nick of time by Kyouka Uzen, the chief of the Demon Defense Force's seventh unit. Despite Kyouka's impeccable skills in battle, she has long been held back by her Peach-granted ability, Slave. Slave allows Kyouka to put a living being under her control and draw out its strength, but the Shuuki that she had enslaved until now had all proven to be exceedingly weak. When Yuuki and Kyouka become surrounded by a horde of Shuuki, Kyouka resorts to something she has never tried before: using her ability on a man. To her surprise, Yuuki's slave form is much more powerful than she could have imagined. Believing the young man to be the key to unlocking her true potential, Kyouka invites Yuuki to join the Demon Defense Force—but not as a regular member. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | -       |   true   |       0       | -      | HIDIVE, Akiba Pass TV, Anime Digital Network, Aniverse, Bahamut Anime Crazy, Bilibili Global, CatchPlay, MeWatch, Muse Asia, iQIYI                                         | Seven Arcs                   | genre/Action, genre/Fantasy, genre/Ecchi                                          | https://myanimelist.net/anime/50392/Mato_Seihei_no_Slave                                                |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
