| Title                                                               | English Title                                                                    | Year    | Status             | Personal Rating | Online Rating | Sub Type   | Type   | Aired From | Aired To   | Airing | Alternate Titles                                                                                                                                                                                                                                                                                                                                                        | Current Episode | Data Source | Date Completed | Date Started | Duration           | Episodes | Favorite | Franchise                             | Genres                                              | Id     | Image                                                                                    | Last Watched | Plot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | Prequel | Released | Rewatch Count | Sequel | Streaming Services                                                                                                                                                         | Studio                       | Tags                                                                              | Url                                                                                                     | Watched | Writer | Body Text                                                                                                                                                                                                                                                                                                                                                      |
| Monster                                                             | Monster                                                                          |   2004  |     Completed      |     ★ 10/10     |     ★ 8.9     |     tv     | series |  4/7/2004  | 9/28/2005  | false  | Monster, モンスター                                                                                                                                                                                                                                                                                                                                                          |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    74    |  false   | -                                     | Drama, Mystery, Suspense                            |   19   | https://cdn.myanimelist.net/images/anime/10/18793.jpg                                    |      -       | Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director's daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event changes Dr. Tenma's life forever. While preparing to perform surgery on someone, he gets a call from the hospital director telling him to switch patients and instead perform life-saving brain surgery on a famous performer. His fellow doctors, fiancée, and the hospital director applaud his accomplishment; but because of the switch, a poor immigrant worker is dead, causing Dr. Tenma to have a crisis of conscience. So when a similar situation arises, Dr. Tenma stands his ground and chooses to perform surgery on the young boy Johan Liebert instead of the town's mayor. Unfortunately, this choice leads to serious ramifications for Dr. Tenma—losing his social standing being one of them. However, with the mysterious death of the director and two other doctors, Dr. Tenma's position is restored. With no evidence to convict him, he is released and goes on to attain the position of hospital director. Nine years later when Dr. Tenma saves the life of a criminal, his past comes back to haunt him—once again, he comes face to face with the monster he operated on. He must now embark on a quest of pursuit to make amends for the havoc spread by the one he saved. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | -       |   true   |       0       | -      | -                                                                                                                                                                          | Madhouse                     | genre/Drama, genre/Mystery, genre/Suspense                                        | https://myanimelist.net/anime/19/Monster                                                                |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Mushoku Tensei: Isekai Ittara Honki Dasu                            | Mushoku Tensei: Jobless Reincarnation                                            |   2021  |     Completed      |      ★ 7/10     |     ★ 8.33    |     tv     | series | 1/11/2021  | 3/22/2021  | false  | Jobless Reincarnation: I Will Seriously Try If I Go To Another World, 無職転生 ～異世界行ったら本気だす～, Mushoku Tensei: Jobless Reincarnation, Mushoku Tensei: Isekai Ittara Honki Dasu                                                                                                                                                                                               |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    11    |  false   | [[Mushoku Tensei Franchise]]          | Adventure, Drama, Fantasy, Ecchi                    | 39535  | https://cdn.myanimelist.net/images/anime/1530/117776.jpg                                 |      -       | Despite being bullied, scorned, and oppressed all of his life, a 34-year-old shut-in still found the resolve to attempt something heroic—only for it to end in a tragic accident. But in a twist of fate, he awakens in another world as Rudeus Greyrat, starting life again as a baby born to two loving parents. Preserving his memories and knowledge from his previous life, Rudeus quickly adapts to his new environment. With the mind of a grown adult, he starts to display magical talent that exceeds all expectations, honing his skill with the help of a mage named Roxy Migurdia. Rudeus learns swordplay from his father, Paul, and meets Sylphiette, a girl his age who quickly becomes his closest friend. As Rudeus' second chance at life begins, he tries to make the most of his new opportunity while conquering his traumatic past. And perhaps, one day, he may find the one thing he could not find in his old world—love. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | -       |   true   |       0       | -      | Crunchyroll, Bilibili, Viu, iQIYI                                                                                                                                          | Studio Bind                  | genre/Adventure, genre/Drama, genre/Fantasy, genre/Ecchi                          | https://myanimelist.net/anime/39535/Mushoku_Tensei_-_Isekai_Ittara_Honki_Dasu                           |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Mushoku Tensei: Isekai Ittara Honki Dasu Part 2                     | Mushoku Tensei: Jobless Reincarnation Part 2                                     |   2021  |     Completed      |      ★ 7/10     |     ★ 8.61    |     tv     | series | 10/4/2021  | 12/20/2021 | false  | Mushoku Tensei: Isekai Ittara Honki Dasu Part 2, Mushoku Tensei: Jobless Reincarnation Part 2, 無職転生 ～異世界行ったら本気だす～ 第2クール                                                                                                                                                                                                                                                 |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[Mushoku Tensei Franchise]]          | Adventure, Drama, Fantasy, Ecchi                    | 45576  | https://cdn.myanimelist.net/images/anime/1028/117777.jpg                                 |      -       | After the mysterious mana calamity, Rudeus Greyrat and his fierce student Eris Boreas Greyrat are teleported to the Demon Continent. There, they team up with their newfound companion Ruijerd Supardia—the former leader of the Superd's Warrior group—to form "Dead End," a successful adventurer party. Making a name for themselves, the trio journeys across the continent to make their way back home to Fittoa. Following the advice he received from the faceless god Hitogami, Rudeus saves Kishirika Kishirisu, the Great Emperor of the Demon World, who rewards him by granting him a strange power. Now, as Rudeus masters the powerful ability that offers a number of new opportunities, it might prove to be more than what he bargained for when unexpected dangers threaten to hinder their travels. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | -       |   true   |       0       | -      | Crunchyroll                                                                                                                                                                | Studio Bind                  | genre/Adventure, genre/Drama, genre/Fantasy, genre/Ecchi                          | https://myanimelist.net/anime/45576/Mushoku_Tensei_-_Isekai_Ittara_Honki_Dasu_Part_2                    |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Mushoku Tensei II: Isekai Ittara Honki Dasu                         | Mushoku Tensei: Jobless Reincarnation Season 2                                   |   2023  |     Completed      |        -        |     ★ 8.2     |     tv     | series | 7/10/2023  | 9/25/2023  | false  | Mushoku Tensei II: Isekai Ittara Honki Dasu, 無職転生 II ～異世界行ったら本気だす～, Jobless Reincarnation: I Will Seriously Try If I Go To Another World, Mushoku Tensei: Jobless Reincarnation Season 2, Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season                                                                                                                           |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[Mushoku Tensei Franchise]]          | Adventure, Drama, Fantasy, Ecchi                    | 51179  | https://cdn.myanimelist.net/images/anime/1898/138005.jpg                                 |      -       | After his relationship with Eris Boreas Greyrat reaches new heights, Rudeus Greyrat is ecstatic. Unfortunately, his joy is short-lived, as Eris suddenly abandons him to embark on her own journey. Believing that Eris has lost all interest in him, a heartbroken and depressed Rudeus sets forth to the Northern Territories. With his sole goal being to locate his mother on the vast continent, Rudeus wonders if persisting through daily life is worth the pain, falling into a robotic routine as he endlessly ruminates on his lost love. However, the dangers of the North soon prove that one cannot survive with a dulled mind. While on a quest with the party Counter Arrow, with whom he recently became acquainted, Rudeus has a brush with death—an experience that forces him to finally snap out of his despair. With his newfound teammates, Rudeus rediscovers the pleasure of daily adventuring and moves forward with his original goal of living his second lease on life to the fullest. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | -       |   true   |       0       | -      | Crunchyroll, Netflix, Aniplus TV, Bahamut Anime Crazy, Bilibili Global, Muse Asia                                                                                          | Studio Bind                  | genre/Adventure, genre/Drama, genre/Fantasy, genre/Ecchi                          | https://myanimelist.net/anime/51179/Mushoku_Tensei_II_-_Isekai_Ittara_Honki_Dasu                        |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2                  | Mushoku Tensei: Jobless Reincarnation Season 2 Part 2                            |   2024  | Currently Watching |        -        |     ★ 8.39    |     tv     | series |  4/8/2024  |  7/1/2024  | false  | Mushoku Tensei: Isekai Ittara Honki Dasu 2nd Season Part 2, 無職転生 II ～異世界行ったら本気だす～ (第2クール), Jobless Reincarnation: I Will Seriously Try If I Go To Another World, Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2, Mushoku Tensei: Jobless Reincarnation Season 2 Part 2                                                                                              |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[Mushoku Tensei Franchise]]          | Adventure, Drama, Fantasy, Ecchi                    | 55888  | https://cdn.myanimelist.net/images/anime/1876/141251.jpg                                 |      -       | Following the faceless god Hitogami's advice seems to have worked wonders for Rudeus Greyrat. After enrolling into the University of Magic as he was told, Rudeus reunites with his childhood friend Sylphiette, who put a valiant effort into curing his condition. The two grow ever closer together and decide to host a wedding party, inviting the friends they have made over the years to announce and formalize their relationship. For all his recent blessings, however, Rudeus' troubles are far from over. The research he is helping Shizuka Nanahoshi conduct hits a bottleneck, sending her into a deep slump much like he experienced in his previous life. Furthermore, a letter from his father, Paul, brings complications to Rudeus' relationships, and Sylphiette still knows next to nothing about his real background. In the face of these issues, Rudeus will have to apply the lessons he has learned in this new world to navigate through the challenges that come with living a life to its fullest. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | -       |   true   |       0       | -      | Crunchyroll, Aniplus TV, Bahamut Anime Crazy, Bilibili Global, CatchPlay, MeWatch, Muse Asia, iQIYI                                                                        | Studio Bind                  | genre/Adventure, genre/Drama, genre/Fantasy, genre/Ecchi                          | https://myanimelist.net/anime/55888/Mushoku_Tensei_II_-_Isekai_Ittara_Honki_Dasu_Part_2                 |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Sono Bisque Doll wa Koi wo Suru                                     | My Dress-Up Darling                                                              |   2022  |     Completed      |      ★ 8/10     |     ★ 8.13    |     tv     | series |  1/9/2022  | 3/27/2022  | false  | その着せ替え人形は恋をする, KiseKoi, Sono Kisekae Ningyou wa Koi wo Suru, My Dress-Up Darling, Sono Bisque Doll wa Koi wo Suru                                                                                                                                                                                                                                                       |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[My Dress-Up Darling Franchise]]     | Romance                                             | 48736  | https://cdn.myanimelist.net/images/anime/1179/119897.jpg                                 |      -       | High school student Wakana Gojou spends his days perfecting the art of making hina dolls, hoping to eventually reach his grandfather's level of expertise. While his fellow teenagers busy themselves with pop culture, Gojou finds bliss in sewing clothes for his dolls. Nonetheless, he goes to great lengths to keep his unique hobby a secret, as he believes that he would be ridiculed were it revealed. Enter Marin Kitagawa, an extraordinarily pretty girl whose confidence and poise are in stark contrast to Gojou's meekness. It would defy common sense for the friendless Gojou to mix with the likes of Kitagawa, who is always surrounded by her peers. However, the unimaginable happens when Kitagawa discovers Gojou's prowess with a sewing machine and brightly confesses to him about her own hobby: cosplay. Because her sewing skills are pitiable, she decides to enlist his help. As Gojou and Kitagawa work together on one cosplay outfit after another, they cannot help but grow close—even though their lives are worlds apart. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | -       |   true   |       0       | -      | Crunchyroll, Aniplus TV, Bahamut Anime Crazy, Bilibili, Bilibili Global, Laftel, iQIYI                                                                                     | CloverWorks                  | genre/Romance                                                                     | https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru                                     |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Sono Bisque Doll wa Koi wo Suru Season 2                            | My Dress-Up Darling Season 2                                                     |   2025  |      Dropped       |        -        |     ★ 8.18    |     tv     | series |  7/6/2025  | 9/21/2025  | false  | その着せ替え人形は恋をする Season 2, KiseKoi, My Dress-Up Darling Season 2, Sono Bisque Doll wa Koi wo Suru Season 2                                                                                                                                                                                                                                                                 |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    12    |  false   | [[My Dress-Up Darling Franchise]]     | Romance                                             | 53065  | https://cdn.myanimelist.net/images/anime/1024/150787.jpg                                 |      -       | After Marin Kitagawa introduced Wakana Gojou to the world of cosplay, he has been creating her outfits with ease. Even so, he still has a lot to learn, and every new lesson seems to strengthen his love for sewing and for the hina dolls his grandfather taught him to make. Meanwhile, Kitagawa finds it harder and harder to hide her feelings for Gojou. Friends and strangers alike constantly mistake them for a couple, much to Gojou's embarrassment. After all, in his eyes, their worlds are far too different for anyone to think they could be romantically linked. However, as Gojou spends more time with Kitagawa and realizes that his passions are not ridiculed by other people, a relationship between the two no longer seems so far-fetched. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | -       |   true   |       0       | -      | Crunchyroll, Netflix, Aniplus TV, Bahamut Anime Crazy                                                                                                                      | CloverWorks                  | genre/Romance                                                                     | https://myanimelist.net/anime/53065/Sono_Bisque_Doll_wa_Koi_wo_Suru_Season_2                            |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Boku no Hero Academia                                               | My Hero Academia                                                                 |   2016  |     Completed      |        -        |     ★ 7.83    |     tv     | series |  4/3/2016  | 6/26/2016  | false  | 僕のヒーローアカデミア, Boku no Hero Academia, My Hero Academia                                                                                                                                                                                                                                                                                                                    |        0        | MALAPI      |       -        |      -       |   24 min per ep    |    13    |  false   | [[My Hero Academia Franchise]]        | Action                                              | 31964  | https://cdn.myanimelist.net/images/anime/10/78745.jpg                                    |      -       | The appearance of "quirks," newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual. Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor! Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | Bones                        | genre/Action                                                                      | https://myanimelist.net/anime/31964/Boku_no_Hero_Academia                                               |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Boku no Hero Academia 2nd Season                                    | My Hero Academia Season 2                                                        |   2017  |     Completed      |        -        |     ★ 8.05    |     tv     | series |  4/1/2017  | 9/30/2017  | false  | My Hero Academia Season 2, Boku no Hero Academia 2nd Season, 僕のヒーローアカデミア                                                                                                                                                                                                                                                                                                |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    25    |  false   | [[My Hero Academia Franchise]]        | Action                                              | 33486  | https://cdn.myanimelist.net/images/anime/12/85221.jpg                                    |      -       | At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters. However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | Bones                        | genre/Action                                                                      | https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season                                    |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Boku no Hero Academia 3rd Season                                    | My Hero Academia Season 3                                                        |   2018  |   Plan to Watch    |        -        |     ★ 7.98    |     tv     | series |  4/7/2018  | 9/29/2018  | false  | 僕のヒーローアカデミア, My Hero Academia Season 3, Boku no Hero Academia 3rd Season                                                                                                                                                                                                                                                                                                |        0        | MALAPI      |       -        |      -       |   23 min per ep    |    25    |  false   | [[My Hero Academia Franchise]]        | Action                                              | 36456  | https://cdn.myanimelist.net/images/anime/1319/92084.jpg                                  |      -       | As summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students. Boku no Hero Academia 3rd Season follows Izuku "Deku" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | Bones                        | genre/Action                                                                      | https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season                                    |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Naruto                                                              | Naruto                                                                           |   2002  |     Completed      |     ★ 10/10     |     ★ 8.02    |     tv     | series | 10/3/2002  |  2/8/2007  | false  | Naruto, NARUTO, ナルト                                                                                                                                                                                                                                                                                                                                                     |        0        | MALAPI      |       -        |      -       |   23 min per ep    |   220    |  false   | [[Naruto Franchise]]                  | Action, Adventure, Fantasy                          |   20   | https://cdn.myanimelist.net/images/anime/1141/142503.jpg                                 |      -       | Twelve years ago, a colossal demon fox terrorized the world. During the monster's attack on the Hidden Leaf Village, the Hokage—the village's leader and most powerful ninja—sacrifices himself to seal the beast inside a newborn, relieving civilization from destruction while dooming the baby to a lonely life. Now, after years of being shunned and bullied, Naruto Uzumaki pesters the village with elaborate pranks and vandalism. Despite these antics, he works hard to achieve his dream: to become the Hokage and earn the acknowledgement of those who have mistreated him for his entire life. Naruto joins Team 7, a ninja squad made up of two of his peers—prodigy Sasuke Uchiha and clever Sakura Haruno. Under the aloof Kakashi Hatake's leadership, Team 7 takes on a series of difficult missions, forcing its members to grow in strength and comradery despite their many differences. Naruto strives to stand out in his rivalry with Sasuke and earn the romantic affection of Sakura. But as the trio brush against danger and death, their tragic pasts threaten to tear them apart. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | Studio Pierrot               | genre/Action, genre/Adventure, genre/Fantasy                                      | https://myanimelist.net/anime/20/Naruto                                                                 |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Naruto (Shinsaku Anime)                                             | Naruto (Shinsaku Anime)                                                          | unknown |   Plan to Watch    |        -        |       -       |     tv     | series |     -      |     -      | false  | ナルト新作アニメ, Naruto (Shinsaku Anime)                                                                                                                                                                                                                                                                                                                                       |        0        | MALAPI      |       -        |      -       |      Unknown       |    4     |  false   | [[Naruto Franchise]]                  | Action, Adventure, Fantasy                          | 54688  | https://cdn.myanimelist.net/images/anime/1378/137310.jpg                                 |      -       | A new anime project in celebration of Naruto's 20th anniversary.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | -       |   true   |       0       | -      | -                                                                                                                                                                          | -                            | genre/Action, genre/Adventure, genre/Fantasy                                      | https://myanimelist.net/anime/54688/Naruto_(Shinsaku_Anime)                                             |  false  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
| Naruto: Shippuuden                                                  | Naruto Shippuden                                                                 |   2007  |     Completed      |     ★ 10/10     |     ★ 8.29    |     tv     | series | 2/15/2007  | 3/23/2017  | false  | Naruto: Shippuuden, -ナルト- 疾風伝, Naruto Shippuden, Naruto Hurricane Chronicles                                                                                                                                                                                                                                                                                            |        0        | MALAPI      |       -        |      -       |   23 min per ep    |   500    |  false   | [[Naruto Franchise]]                  | Action, Adventure, Fantasy                          |  1735  | https://cdn.myanimelist.net/images/anime/1565/111305.jpg                                 |      -       | It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | -       |   true   |       0       | -      | Crunchyroll, Netflix                                                                                                                                                       | Studio Pierrot               | genre/Action, genre/Adventure, genre/Fantasy                                      | https://myanimelist.net/anime/1735/Naruto_-_Shippuuden                                                  |   true  | -      | -                                                                                                                                                                                                                                                                                                                                                              |
